Hours_Studied,Marks
2.53,13.37
10.36,84.03
10.63,77.03
2.36,18.5
8.85,68.69
3.44,25.91
9.63,69.89
11.97,89.34
0.36,0.0
10.77,89.95
7.47,65.48
11.68,85.74
5.58,59.85
10.17,78.2
0.75,21.29
4.02,25.77
0.8,0.0
11.7,97.65
9.8,80.91
10.23,82.19
11.26,83.62
1.02,7.82
4.63,31.9
0.85,3.8
2.53,28.65
2.75,23.86
5.63,51.13
3.22,23.46
1.21,6.27
2.01,4.54
1.77,10.44
11.68,60.2
9.11,66.99
11.61,92.09
5.28,47.85
3.34,24.04
9.58,80.11
3.92,9.52
3.59,28.17
2.79,5.53
1.56,0.37
3.08,22.75
4.26,46.87
8.09,68.42
0.75,6.19
2.53,20.01
9.71,70.53
1.76,8.66
4.11,37.17
10.38,69.15
1.86,20.8
0.99,4.06
5.81,54.77
3.63,38.64
6.76,37.36
9.65,71.35
1.65,4.61
6.97,37.62
6.07,38.2
1.73,38.24
7.49,66.0
3.28,45.44
5.85,55.12
0.99,0.48
5.52,40.3
3.68,35.3
9.87,83.32
0.68,0.0
5.02,25.09
5.5,76.89
8.7,68.19
6.89,51.87
8.01,65.19
9.32,72.17
10.35,84.0
3.77,43.0
6.46,50.4
10.08,69.02
11.87,93.37
10.67,80.75
4.46,49.9
2.34,30.45
5.87,48.06
8.9,58.41
5.91,35.03
5.8,46.54
10.06,83.83
4.34,30.95
10.32,77.74
4.88,33.13
3.94,31.28
5.45,19.76
9.15,62.18
1.51,5.83
2.36,30.93
11.42,83.2
2.11,18.65
6.81,56.77
6.95,68.59
5.88,59.63
7.74,61.32
2.76,17.31
6.63,46.42
4.47,33.32
7.94,59.18
1.69,19.09
6.85,59.01
2.22,23.7
3.34,39.34
2.62,39.62
2.19,18.8
9.91,90.26
3.43,23.91
11.13,100.0
11.64,100.0
6.86,64.93
1.72,14.67
4.49,29.27
9.57,62.64
4.41,34.87
1.04,23.68
6.68,50.35
10.14,88.98
9.55,84.85
2.1,13.97
8.07,77.75
2.65,0.0
2.62,8.72
10.49,74.75
3.0,15.77
3.16,28.63
0.01,2.96
10.45,87.52
9.51,82.05
7.53,50.72
9.0,59.84
1.82,18.56
5.5,37.7
4.21,18.01
1.13,18.72
5.83,60.62
11.05,100.0
0.48,5.72
3.5,34.24
2.49,33.62
2.86,16.45
10.9,98.32
5.62,47.69
5.6,53.9
9.13,74.88
1.85,27.79
5.85,49.01
5.16,26.44
7.16,71.82
11.99,86.48
9.23,86.4
4.77,37.29
9.93,91.21
2.05,27.74
0.37,7.23
2.45,24.71
4.08,36.91
6.13,28.88
7.38,60.24
10.93,76.26
6.12,50.66
6.02,36.69
0.6,0.0
0.42,19.4
6.61,63.61
5.26,42.02
10.07,82.41
1.93,12.95
0.3,8.1
5.39,36.35
2.85,32.74
0.6,2.23
8.7,65.36
1.34,10.93
7.3,52.49
3.37,30.27
2.08,11.28
4.56,41.14
9.62,89.1
4.71,30.45
9.01,70.77
1.51,16.66
9.27,69.83
2.84,27.39
8.13,70.58
6.79,65.15
11.15,83.14
4.65,27.76
0.79,3.28
0.23,0.0
9.92,85.02
6.3,38.76
9.3,97.75
2.81,35.46
4.14,33.25
0.36,11.56
11.54,75.94
8.01,89.35
11.2,83.69
3.19,24.28
7.34,40.14
8.14,70.0
3.81,19.42
10.18,82.44
11.37,85.48
10.62,74.17
8.87,62.91
3.33,28.89
3.38,14.22
11.56,84.99
0.12,7.62
8.59,94.77
8.47,72.58
7.47,50.61
11.88,91.38
3.74,30.26
4.08,29.14
0.95,16.61
5.31,44.68
3.13,34.14
4.12,29.82
10.01,93.37
11.23,88.14
2.23,8.12
4.47,57.53
11.14,70.9
0.74,0.0
1.11,2.6
1.95,40.71
7.14,75.21
1.81,29.38
11.62,89.63
5.36,67.15
6.02,51.83
2.96,33.45
5.65,47.01
7.94,63.05
9.01,69.6
9.05,70.27
6.93,61.56
10.85,90.49
9.81,78.16
9.08,87.77
0.67,0.0
0.08,5.76
2.55,27.57
7.96,75.17
4.93,38.83
4.83,40.71
10.62,94.78
10.75,100.0
10.91,84.28
3.77,32.8
8.29,83.13
3.26,4.84
2.29,11.4
2.22,32.38
4.11,43.77
5.16,46.5
9.97,75.29
1.44,2.69
8.82,64.64
6.38,66.5
3.46,21.36
5.91,48.32
3.6,21.26
7.15,65.65
5.21,36.26
1.97,14.81
1.4,0.0
6.56,36.35
10.83,86.71
4.13,19.77
8.8,91.42
7.9,42.62
11.18,81.43
9.85,78.98
6.8,50.74
7.88,52.03
10.78,76.67
4.79,28.45
3.92,28.51
0.13,20.56
9.92,80.13
9.61,88.72
1.25,15.1
6.92,66.52
5.57,16.54
1.42,8.35
11.77,100.0
2.58,14.89
0.81,24.08
7.14,71.94
8.87,66.24
0.39,0.0
7.9,53.1
6.39,44.8
1.24,0.0
2.07,20.85
6.82,39.97
3.56,34.49
11.26,96.36
9.82,61.99
11.8,100.0
3.12,30.06
11.64,100.0
5.17,33.81
4.17,39.59
0.6,16.1
0.63,4.08
8.3,86.45
5.5,44.4
2.72,33.15
7.37,61.87
3.03,30.13
6.93,38.74
4.31,38.19
9.88,71.71
9.85,70.32
5.73,63.27
4.21,31.54
4.35,24.77
9.67,73.76
3.94,18.5
2.51,34.41
1.02,1.17
5.6,50.1
5.79,59.85
10.09,75.73
2.65,26.56
4.57,26.27
9.7,100.0
9.88,88.43
4.62,35.0
5.51,36.35
3.64,27.98
11.19,86.13
1.42,30.92
11.2,77.38
8.21,67.0
6.38,50.85
0.39,1.96
5.71,44.57
4.89,37.98
1.93,24.21
7.88,69.11
11.65,97.42
6.75,23.63
8.58,71.61
0.82,0.0
5.01,46.56
1.4,25.92
7.35,49.57
11.26,87.48
7.94,57.54
0.92,19.73
4.26,35.0
6.61,70.15
4.84,42.85
10.0,82.45
9.78,78.89
7.34,66.92
4.48,18.48
3.06,25.37
1.27,9.46
4.26,41.32
4.96,37.79
8.11,54.49
7.9,63.26
0.84,0.0
4.74,18.69
2.18,24.72
1.88,20.84
9.93,84.09
0.5,17.05
5.03,33.59
2.02,1.84
10.55,83.72
6.68,50.0
2.78,13.79
6.03,47.43
8.78,64.11
11.5,73.62
2.65,16.75
10.63,73.71
11.21,92.01
11.0,81.42
7.62,72.12
7.56,76.5
4.84,45.5
9.03,56.72
6.38,66.06
8.13,80.79
5.14,41.32
8.78,83.45
9.89,73.63
1.76,0.0
10.0,72.36
6.48,69.16
10.14,66.18
5.18,41.4
4.55,36.73
10.98,82.72
3.01,19.68
10.13,81.77
5.81,40.84
6.17,35.13
3.7,31.76
6.88,65.75
3.9,39.92
0.47,0.0
3.26,13.6
0.08,0.0
11.74,100.0
11.59,99.17
4.74,44.97
8.74,78.82
4.15,37.41
8.05,65.63
9.67,83.94
11.36,85.43
4.8,24.28
9.4,82.43
3.19,37.91
11.88,83.89
0.31,10.69
7.24,74.75
7.91,63.29
8.26,57.87
1.44,12.79
11.26,84.59
2.17,11.23
7.47,64.12
2.67,5.34
3.69,15.05
6.56,52.65
5.01,39.83
1.92,18.82
2.05,35.16
5.02,41.19
9.09,78.68
10.78,76.45
1.01,15.76
4.72,32.47
1.2,10.34
0.2,0.5
7.94,73.85
7.23,44.74
1.96,0.0
2.81,20.31
0.28,6.96
10.02,81.68
11.7,100.0
1.63,17.38
2.78,16.58
10.42,60.11
11.12,86.57
5.04,50.56
0.61,0.94
0.47,4.06
6.89,59.31
4.71,27.57
0.34,8.98
7.0,72.36
0.14,0.0
9.45,64.3
3.68,28.75
0.48,0.0
7.06,59.85
4.77,42.7
11.69,100.0
6.53,50.3
3.3,30.51
8.51,59.49
3.26,22.5
10.85,71.56
4.5,34.03
6.6,49.73
0.61,7.85
5.11,34.67
9.99,80.74
9.67,74.01
2.69,18.22
2.71,22.51
9.81,78.87
11.16,96.93
1.14,7.95
5.4,39.71
4.05,30.59
10.45,76.44
1.0,4.42
2.53,40.58
9.03,63.11
0.62,2.14
5.91,43.41
5.31,39.97
4.01,28.79
4.73,40.67
6.36,33.77
1.94,25.86
6.86,61.24
9.67,64.89
9.12,50.28
1.85,5.0
1.79,11.9
3.22,51.55
4.33,40.1
4.9,21.14
8.16,58.35
0.68,4.91
0.42,5.87
4.7,24.48
8.37,65.58
2.32,11.39
7.7,50.55
3.12,27.54
10.63,92.8
10.75,94.4
3.57,34.28
2.76,17.11
4.94,46.63
2.89,26.18
8.07,65.89
9.91,73.19
8.08,59.65
9.89,79.88
4.76,62.51
1.88,18.02
8.86,64.73
4.33,26.28
8.06,59.52
3.25,47.75
0.97,3.81
11.91,100.0
1.87,11.24
11.86,97.5
11.73,100.0
9.53,70.49
7.91,56.89
6.93,72.06
10.39,92.99
3.47,35.69
5.61,52.77
7.43,64.06
4.93,59.65
5.13,41.48
3.96,37.48
6.77,39.66
10.21,73.41
2.42,7.34
11.21,100.0
8.27,40.63
9.88,75.01
6.67,23.46
9.35,66.52
0.19,0.0
9.82,92.41
0.48,7.82
10.68,77.1
11.9,100.0
3.53,28.41
2.52,20.57
9.18,61.45
3.04,14.39
10.39,74.84
1.23,10.34
1.51,12.87
11.75,100.0
8.09,68.54
10.16,54.23
3.89,33.76
8.12,50.44
7.13,47.39
7.24,49.78
8.19,58.89
6.9,41.48
5.15,43.22
3.31,12.38
9.22,77.35
2.72,44.09
8.31,53.17
2.8,19.55
7.5,34.8
8.96,68.71
2.62,27.42
0.72,12.96
1.57,13.35
7.27,67.07
10.19,100.0
0.54,21.44
8.81,65.25
4.1,18.26
5.74,41.88
11.15,79.7
3.98,36.38
5.58,32.86
0.16,0.59
0.98,16.21
3.1,23.82
0.33,0.0
7.58,72.36
5.12,22.14
6.58,49.34
2.1,16.35
3.55,28.57
7.97,65.53
11.58,98.77
0.61,4.49
10.68,81.8
6.92,51.3
6.77,48.02
6.0,55.9
0.83,0.2
1.08,17.1
7.21,57.88
4.09,27.52
11.01,94.24
4.88,31.76
1.72,20.14
8.58,70.74
3.52,22.2
6.31,55.73
8.37,72.46
10.8,98.0
9.51,85.71
8.12,69.84
8.16,53.97
11.35,100.0
3.55,14.36
0.01,9.6
3.26,30.42
2.61,9.18
7.94,62.29
7.6,60.05
7.12,70.03
0.19,0.0
8.75,67.34
3.88,7.7
7.98,81.19
6.68,42.73
4.11,36.17
1.61,11.91
1.13,8.08
9.98,87.92
11.02,100.0
7.8,64.89
1.24,16.48
4.82,41.88
8.75,80.15
9.36,70.23
1.42,22.1
0.0,11.11
8.55,79.19
4.28,27.63
3.05,22.75
0.15,3.63
6.48,38.16
10.21,97.66
11.49,91.81
6.79,57.15
6.17,43.62
1.02,0.0
6.59,46.65
4.56,38.67
7.29,65.02
4.66,38.94
2.88,26.54
1.14,5.75
3.78,35.19
1.16,24.11
2.12,24.03
11.85,100.0
5.33,45.57
6.38,36.03
10.48,73.42
11.95,100.0
6.99,55.83
9.75,82.4
3.92,48.15
3.67,36.61
4.83,51.25
8.07,65.51
8.19,57.42
3.78,29.68
1.6,4.74
7.59,76.29
1.54,20.22
6.94,60.74
8.32,78.93
8.41,47.06
9.04,78.21
10.47,70.69
6.0,47.92
8.76,66.99
7.43,66.06
2.24,20.2
0.31,15.92
3.41,21.3
5.32,49.62
7.41,60.86
10.2,65.24
2.35,9.65
1.51,10.55
11.56,100.0
1.3,15.01
5.74,34.26
7.03,54.81
6.5,72.15
1.03,9.37
0.68,2.2
1.27,15.04
7.03,63.85
6.53,47.7
2.8,27.46
7.65,57.94
9.84,85.92
0.5,5.69
5.98,52.64
8.27,58.58
3.03,16.01
3.69,39.0
7.36,58.12
10.78,89.05
9.72,74.69
7.0,64.97
8.76,64.02
4.38,33.67
7.69,69.39
5.59,56.48
2.28,13.0
8.42,86.96
6.68,56.55
4.3,24.0
10.94,91.18
0.25,0.0
3.79,34.65
0.68,5.03
9.2,74.33
8.43,58.29
3.98,41.71
8.11,53.3
4.75,26.92
9.08,76.27
5.45,59.63
4.95,36.05
11.22,96.74
3.01,34.82
1.45,19.71
7.01,53.0
11.63,82.14
4.53,14.2
0.74,3.33
4.07,44.35
6.07,37.33
1.94,22.55
7.9,53.68
11.97,96.84
5.42,50.44
4.26,27.46
4.81,40.17
1.38,6.9
10.6,91.85
4.98,42.18
4.65,37.74
7.92,78.91
5.3,49.06
7.78,55.33
0.74,5.04
9.76,77.36
11.29,91.09
7.79,87.53
11.45,95.35
1.82,0.0
5.73,40.4
7.22,38.45
6.98,52.55
4.82,18.67
4.06,23.74
1.52,0.0
4.7,41.45
1.95,15.62
8.81,73.53
2.51,19.0
0.7,0.0
6.63,58.16
7.14,76.36
10.46,87.8
6.92,51.13
4.15,18.89
9.64,68.01
6.48,56.4
0.95,18.34
6.79,56.93
10.9,95.17
4.76,45.12
3.56,33.51
1.72,7.19
1.82,16.28
5.19,33.06
7.15,57.36
0.97,11.05
11.27,100.0
9.06,59.4
7.04,61.13
9.94,94.34
0.96,15.29
5.72,54.11
7.56,66.37
9.94,92.53
9.4,64.34
3.32,12.74
11.29,90.26
1.49,0.0
10.5,96.32
11.65,100.0
2.13,12.67
8.66,65.61
0.48,3.14
4.87,39.44
6.2,50.83
6.97,61.32
11.23,88.12
8.07,73.97
5.78,50.66
9.72,71.66
11.41,100.0
0.26,0.0
11.79,93.4
1.03,17.94
9.77,70.95
3.36,30.01
1.59,18.12
5.28,33.62
7.73,61.1
4.57,35.01
0.65,0.0
7.19,80.57
10.83,79.0
4.6,46.84
2.6,16.84
5.31,31.62
0.58,5.67
9.85,85.26
9.92,88.53
7.06,72.07
4.24,63.35
9.6,79.28
6.66,46.62
9.91,83.82
7.58,57.96
9.41,84.56
7.18,44.49
4.97,63.44
11.5,100.0
6.49,35.11
7.26,51.0
2.65,29.33
7.51,71.83
6.86,42.15
2.22,24.87
0.72,0.0
7.25,57.13
9.16,84.43
6.28,44.73
2.72,6.7
8.0,65.45
0.96,1.64
5.3,48.71
1.96,6.83
2.21,9.98
2.43,0.0
4.64,38.82
0.61,3.3
4.77,26.3
6.14,51.06
5.8,56.67
4.59,34.59
10.07,83.24
1.74,16.68
6.07,36.5
0.74,26.52
0.85,2.12
6.89,61.65
6.79,62.03
10.54,82.9
6.69,59.62
11.52,94.6
0.58,0.0
1.18,6.09
0.53,0.0
2.22,13.17
6.5,38.92
7.75,73.24
0.55,20.4
11.35,100.0
10.11,93.55
3.56,25.03
0.93,1.05
2.04,8.52
1.52,18.63
1.48,14.11
6.22,49.01
2.95,36.55
4.3,38.43
11.87,86.61
8.21,58.89
11.39,97.92
1.71,24.1
4.59,42.2
6.66,72.22
0.92,23.72
0.05,4.81
8.05,55.98
7.7,48.51
4.93,35.56
5.88,54.54
4.99,58.15
0.29,6.48
4.02,43.88
2.12,14.55
1.18,15.68
11.48,100.0
7.19,37.74
8.74,65.82
3.78,39.77
4.72,40.49
2.84,10.78
1.16,0.0
2.15,13.53
9.57,75.85
8.13,56.21
6.56,53.94
5.7,50.67
11.07,95.26
0.87,0.0
3.37,13.79
4.2,30.55
9.39,80.83
11.91,100.0
2.89,27.82
10.49,80.1
9.97,76.46
2.7,14.28
4.79,46.02
4.92,30.12
11.74,100.0
2.17,19.44
9.59,76.27
4.01,25.52
8.77,56.61
5.04,33.84
6.94,52.22
9.99,56.24
9.65,75.23
10.4,92.42
0.72,11.4
8.3,61.47
1.68,13.91
4.99,34.36
6.58,54.15
4.83,54.06
6.24,59.57
11.96,100.0
1.62,8.05
8.11,72.34
4.75,21.15
1.6,10.25
1.9,21.08
11.39,98.53
10.56,91.14
10.88,90.02
11.9,93.23
2.5,25.38
4.27,24.59
8.03,55.8
5.81,47.06
5.02,41.9
4.29,16.09
7.13,61.55
6.91,62.98
1.94,14.73
5.66,69.03
6.64,46.3
6.84,51.14
2.52,16.22
8.91,70.5
0.3,0.0
4.26,20.0
9.36,69.43
6.77,53.16
3.13,37.36
8.34,88.74
6.81,67.82
9.55,68.69
8.82,63.6
7.32,56.98
5.86,64.71
1.6,11.13
3.14,11.81
5.03,35.22
7.19,65.1
6.16,56.22
3.46,25.66
0.08,7.45
5.95,24.91
3.43,28.46
8.82,79.13
0.29,0.0
7.02,47.78
11.3,71.72
2.09,32.64
5.66,38.08
1.1,11.19
7.51,66.1
6.61,67.97
4.89,37.57
6.26,44.66
10.76,87.8
2.36,31.69
0.27,0.46
10.34,73.17
6.93,40.0
10.69,73.29
7.16,65.95
9.72,74.57
5.16,35.17
9.0,64.83
10.96,88.5
6.87,52.53
2.17,14.62
3.23,39.3
2.38,34.45
2.96,7.6
3.68,32.69
6.66,45.52
7.06,53.96
5.12,44.04
7.39,56.95
0.98,10.14
1.05,15.16
2.06,19.44
6.22,43.27
2.57,14.25
3.4,12.8
4.8,29.89
9.74,97.56
0.17,0.0
7.79,50.41
8.03,67.41
9.58,75.57
11.19,87.59
0.24,16.02
1.85,20.25
10.63,79.77
5.5,39.77
6.78,49.17
7.96,72.4
8.15,62.11
11.18,71.52
11.96,95.22
8.64,53.76
3.45,49.42
10.56,74.8
0.59,3.11
2.77,24.77
10.77,83.26
3.07,21.69
2.65,25.4
1.66,28.52
10.31,90.15
6.0,62.79
8.1,54.32
2.87,26.12
9.1,74.32
9.12,76.47
3.75,43.77
4.93,37.22
2.52,16.08
11.72,99.09
7.75,44.2
11.21,87.35
3.64,27.78
9.38,65.86
9.19,84.09
8.3,55.78
11.59,91.34
4.72,40.71
1.57,26.08
8.06,64.38
8.75,79.38
6.9,62.21
2.48,21.09
6.05,37.53
3.75,15.62
5.13,42.1
7.74,56.51
8.94,80.73
2.79,29.75
4.86,37.07
3.23,14.26
2.38,24.18
9.4,65.03
10.91,79.7
4.44,25.75
9.02,70.74
10.76,97.81
10.15,81.18
2.19,13.12
11.48,76.55
4.52,41.68
4.07,24.76
0.75,7.17
5.83,43.13
1.31,18.85
2.98,22.29
3.8,29.84
9.71,82.5
10.51,100.0
3.63,37.92
10.3,81.55
10.29,82.33
9.18,68.16
1.76,4.58
8.28,60.74
11.34,83.0
8.19,72.06
3.98,21.12
6.01,61.39
7.75,69.51
6.13,49.22
1.44,11.52
3.74,24.39
9.63,79.73
10.34,93.58
1.65,6.15
11.43,76.1
3.95,38.6
7.95,66.83
9.02,60.97
9.74,70.61
11.35,82.2
3.76,22.79
10.3,79.18
1.58,9.98
8.46,61.18
8.9,63.65
8.13,62.77
3.03,25.9
10.48,80.65
2.03,27.8
0.64,10.23
8.61,52.97
5.71,50.88
10.19,87.57
4.6,32.46
2.02,1.2
10.04,80.38
6.59,52.62
2.27,6.95
8.64,54.64
6.13,48.19
7.25,55.68
5.53,40.07
9.94,78.72
9.95,68.61
8.51,63.75
1.26,15.45
10.07,77.03
8.05,47.7
8.36,62.19
4.36,24.14
10.55,87.08
8.7,72.82
1.35,0.0
4.89,46.74
10.64,73.97
0.57,20.12
11.54,91.81
8.15,52.74
7.58,49.19
3.25,29.45
2.99,19.97
11.3,89.47
3.58,44.76
9.31,67.46
4.72,38.34
1.67,27.57
0.13,3.73
6.53,36.18
11.71,98.73
4.43,23.81
4.29,48.36
4.13,24.8
6.25,79.67
5.29,56.98
10.56,76.51
6.07,48.73
6.09,56.28
1.66,21.12
11.79,98.77
3.0,36.52
0.88,5.81
7.96,59.99
7.14,53.69
4.98,48.44
5.07,44.18
9.42,78.28
2.35,26.74
9.84,58.23
7.78,65.38
5.03,42.41
5.5,60.66
3.08,9.35
9.03,87.77
6.15,49.99
3.85,35.69
7.15,73.98
11.95,100.0
5.22,45.79
11.05,90.81
4.14,28.29
0.66,4.97
2.45,12.45
5.02,39.75
2.64,0.0
0.0,4.31
10.98,86.62
10.13,77.65
8.91,73.46
2.01,1.77
1.44,30.85
0.81,5.46
8.69,68.05
11.15,79.51
5.17,41.57
1.43,25.31
6.15,59.55
4.19,42.03
4.5,41.45
7.46,56.06
8.62,54.5
1.33,8.61
0.43,1.06
11.93,100.0
2.79,25.44
0.65,21.29
2.28,30.2
0.47,0.0
4.7,19.66
9.63,90.89
4.09,46.35
5.33,28.98
8.11,79.95
6.11,52.68
10.34,84.31
10.39,99.29
0.12,14.4
9.34,81.21
5.53,48.96
11.87,100.0
5.8,42.39
11.84,94.19
9.05,63.42
2.98,20.54
6.46,48.02
11.91,88.89
10.29,83.69
1.17,6.11
8.48,72.83
4.15,16.95
0.08,0.0
4.84,40.05
2.82,19.43
9.83,76.89
4.05,16.53
9.93,83.01
0.01,6.53
3.69,34.49
2.89,33.54
2.8,24.44
0.82,11.33
2.25,19.52
6.67,60.21
3.5,12.2
5.01,31.13
4.52,52.05
10.51,59.48
10.86,85.51
5.92,59.05
3.96,30.76
1.28,6.2
11.44,92.82
0.72,2.25
3.57,28.88
3.58,21.78
3.84,41.85
1.97,30.0
9.4,73.85
1.47,0.0
7.62,55.71
1.49,10.05
0.85,11.83
10.91,77.23
2.28,10.56
9.86,83.95
6.54,61.67
0.93,1.26
11.47,78.39
2.96,56.55
10.32,90.36
2.03,13.54
10.25,90.67
0.16,0.03
6.14,57.8
9.23,75.46
11.22,90.65
10.91,86.15
9.84,64.21
10.66,100.0
2.39,9.71
3.41,13.68
3.47,25.61
4.52,26.58
4.72,37.24
6.53,59.15
1.92,25.3
8.29,74.51
2.01,13.03
3.72,30.29
6.04,52.4
9.56,58.88
8.87,76.69
7.75,47.4
1.87,35.36
6.56,48.47
1.05,6.55
4.53,28.53
4.96,33.4
0.48,26.56
3.29,35.71
11.47,76.25
11.44,100.0
4.23,45.76
0.52,1.33
2.15,20.26
4.71,37.5
11.37,100.0
1.69,5.59
9.16,74.76
1.3,6.15
11.78,79.87
4.58,58.55
9.3,62.61
4.11,35.09
7.53,42.85
2.3,14.44
1.75,18.24
11.26,81.81
11.01,93.96
10.65,82.51
7.51,71.64
9.7,91.21
0.83,0.76
4.02,32.91
3.76,31.95
7.63,67.22
4.27,34.32
1.78,16.16
7.16,54.83
9.77,79.33
4.59,49.66
1.59,19.16
2.36,25.89
2.85,30.03
3.6,27.25
7.71,64.9
7.21,46.84
8.35,79.51
4.35,6.97
9.89,78.23
2.45,31.0
5.63,31.39
9.61,80.89
2.16,10.49
1.32,6.86
10.6,94.29
4.12,34.9
8.21,45.31
0.3,0.0
8.28,76.0
3.79,34.84
0.67,22.83
7.32,75.37
2.89,19.69
4.64,62.17
0.97,7.98
1.77,4.5
3.58,22.27
1.08,0.0
10.93,100.0
0.07,16.53
5.81,36.3
1.48,9.55
3.69,30.49
11.11,79.3
1.94,0.0
11.59,90.62
2.47,16.55
8.9,67.31
6.56,54.71
10.61,99.21
6.65,50.15
6.41,53.02
2.35,26.03
1.99,21.5
11.0,81.84
3.93,32.44
4.46,41.2
9.12,61.66
4.07,45.16
11.42,100.0
8.86,63.61
7.17,59.29
10.57,90.99
0.6,0.0
3.08,29.49
5.58,46.28
2.72,7.11
8.93,76.01
11.03,77.24
5.09,50.07
4.11,26.13
11.54,90.7
5.34,56.43
5.87,51.91
4.22,22.96
10.91,77.17
6.83,48.63
9.15,77.12
9.74,81.52
4.1,24.39
5.2,29.96
10.18,84.27
4.36,33.05
9.53,97.79
11.29,90.7
7.48,77.97
8.9,59.49
9.66,61.56
10.14,69.92
4.74,49.82
0.62,22.48
4.82,30.76
8.09,60.07
5.4,31.54
8.99,53.78
4.28,41.45
7.62,63.17
2.24,18.0
8.99,57.94
6.55,68.79
2.45,14.56
3.5,33.36
8.98,57.32
5.79,44.42
2.59,23.65
11.61,96.13
8.58,70.2
11.49,96.83
5.13,29.7
5.7,47.58
10.78,87.34
6.3,52.72
8.49,68.62
3.03,11.48
5.36,29.71
1.48,0.0
2.47,27.95
0.01,8.37
0.47,12.2
11.73,96.89
2.91,1.93
7.96,53.41
10.07,82.26
6.61,54.22
1.84,12.47
8.74,73.59
7.2,57.74
8.78,71.41
9.24,67.51
11.7,100.0
6.88,50.75
4.1,19.49
7.78,54.54
0.82,3.09
10.77,96.09
1.43,11.04
3.93,29.61
9.79,65.82
7.17,65.2
4.72,31.27
5.68,44.45
10.25,96.84
4.08,37.73
10.44,67.2
1.06,0.0
9.32,73.93
10.17,69.24
2.18,23.94
5.16,41.74
1.99,17.54
8.48,60.77
6.42,68.81
7.62,89.42
2.36,16.08
2.54,23.86
0.5,4.96
3.86,28.32
6.72,45.41
10.3,71.51
8.0,52.67
5.22,45.85
11.44,86.3
8.63,43.26
11.16,93.74
6.33,50.27
3.11,38.32
0.63,8.8
8.71,54.92
1.46,0.0
3.63,21.87
6.39,44.87
6.77,63.62
7.21,57.57
2.0,27.3
4.56,23.21
7.41,68.9
11.64,100.0
8.73,49.67
11.07,100.0
9.15,74.11
7.1,60.73
2.3,9.79
8.0,76.75
7.48,47.99
7.23,66.16
5.88,55.23
6.34,41.01
4.01,51.94
6.23,52.17
2.37,25.5
9.66,62.03
2.23,39.01
1.02,0.0
5.23,52.13
7.9,53.25
5.25,35.83
3.32,34.46
6.7,63.86
4.16,20.6
11.19,100.0
11.07,99.02
6.03,38.85
3.93,47.46
8.85,56.2
0.44,0.0
5.7,50.37
4.04,23.75
11.05,91.01
0.14,3.56
6.63,51.2
8.89,79.43
5.82,44.28
1.02,10.51
11.67,100.0
6.22,57.64
7.37,66.82
2.84,11.22
5.8,51.66
5.15,32.41
0.9,0.0
1.27,9.47
10.05,71.35
2.88,30.93
2.34,26.86
6.06,29.45
9.22,65.52
0.74,0.0
6.92,50.75
1.43,16.0
0.44,1.08
0.63,0.0
10.01,93.08
1.42,0.0
0.54,16.7
5.25,36.6
10.13,80.24
3.15,19.92
5.06,55.91
0.48,0.0
5.39,43.23
6.93,60.73
6.85,38.7
3.99,22.71
3.79,28.81
1.28,1.37
4.4,27.06
1.19,6.05
9.2,80.09
11.6,89.34
11.64,100.0
10.38,73.07
7.21,45.16
8.41,86.55
3.42,20.8
7.57,47.44
5.47,26.32
5.78,57.02
9.09,69.33
3.38,24.53
3.82,28.94
11.1,98.9
0.67,3.6
5.83,70.06
10.95,88.97
7.32,69.21
6.56,60.51
3.0,23.61
4.12,27.08
10.22,85.12
6.71,58.79
6.18,43.69
1.19,11.22
0.19,13.9
11.56,100.0
4.52,44.73
7.24,76.54
0.96,1.36
8.2,72.6
11.19,100.0
6.91,46.3
1.51,7.25
6.98,73.22
9.2,63.82
4.88,25.6
10.56,99.74
7.78,74.24
10.79,90.65
7.48,59.4
1.58,8.22
3.72,32.55
2.42,35.17
10.91,89.63
9.12,94.67
8.12,55.95
3.61,28.7
2.21,13.94
9.08,61.77
5.69,43.99
2.71,25.85
7.4,64.44
0.48,25.58
3.91,35.96
5.62,56.48
1.78,14.86
11.82,100.0
2.51,44.06
1.56,17.82
2.44,9.61
9.23,68.34
5.11,43.67
6.78,58.84
0.25,9.0
0.41,7.91
5.35,42.87
9.8,72.04
10.62,88.99
1.04,26.87
6.46,61.88
10.96,93.02
4.66,47.54
9.95,75.93
1.6,7.75
11.22,82.32
9.02,70.88
11.3,86.15
8.12,77.04
4.36,30.13
11.26,82.04
3.31,45.88
3.99,27.37
8.41,68.81
9.18,77.98
11.15,77.86
2.46,32.02
9.58,82.98
8.86,86.48
0.77,0.0
4.65,38.16
3.39,27.54
3.65,31.87
11.8,79.82
7.71,62.81
8.61,54.63
11.72,97.34
4.53,14.92
9.62,58.46
5.21,49.9
10.43,78.01
2.17,7.46
11.37,100.0
2.63,24.28
3.91,40.04
9.07,70.93
4.73,64.6
7.3,52.34
5.33,60.12
8.91,70.65
2.74,5.37
0.7,10.44
3.6,31.94
5.69,35.02
2.02,6.91
4.26,33.81
4.8,41.9
0.69,0.0
7.0,66.53
10.61,79.95
1.82,1.25
7.17,66.8
7.98,63.58
5.03,52.42
8.41,71.68
4.93,39.42
6.06,46.92
0.09,5.53
8.3,62.27
7.94,54.96
0.46,9.79
4.42,33.91
11.75,94.32
5.05,51.28
6.02,47.05
